Product,Unit,Product ID,Profit,Benefits,Sales,Amount,Revenue,Total Transaction,Discount,Cost,Weekly Sales,Weekly Profit,Monthly Sales,Monthly Profit,Yearly Sales,Yearly Profit,Year,State,Country,City,Region,Segment,Sub-Category,Category,Shipping Date,Shipping Time,Order,Order ID,Order Date,E-Commerce Platform,Online Payment Gateway,Online & Offline Purchase,Purchase Price,Brand Name,Sold
cooking oil,10 gram,9b3df29c,71.97,Essential household item,489.22,1613.88,1685.85,100,0.02,417.27,2472.4,360.39,9889.6,1441.56,118675.2,17298.72,2022,Karnataka,India,Mumbai,West,Corporate,Condiments,Vegetables,2022-05-12,5 days,3134,f02ff1a9,2022-05-05,BigBasket,Paytm,Online,420.68,Brand A,29
sugar,10 gram,a737886b,20.75,Essential household item,135.25,669.98,690.73,92,0.03,114.53,914.87,137.54,3659.48,550.16,43913.76,6601.92,2022,Karnataka,India,Chennai,West,Corporate,Bakery,Vegetables,2022-09-24,4 days,9261,8017b102,2022-09-22,Amazon,Paytm,Offline,114.92,Brand D,23
turmeric powder,1 kg,5aee5b4a,98.44,Essential household item,594.21,1959.14,2057.58,70,0.08,495.85,4752.39,973.51,19009.56,3894.04,228114.72,46728.48,2021,Maharashtra,India,Chennai,West,Corporate,Bakery,Dairy,2021-05-16,3 days,4725,273e2277,2021-05-09,Amazon,Google Pay,Online,477.06,Brand A,91
tea,100 gram,e06c155c,48.96,Essential household item,456.93,1768.38,1817.34,17,0.15,408.12,3756.33,345.57,15025.32,1382.28,180303.84,16587.36,2024,Maharashtra,India,Mumbai,North,Corporate,Condiments,Grocery,2024-07-10,3 days,9927,c08e01f3,2024-07-06,JioMart,Paytm,Online,417.18,Brand B,74
mustard seed,1 kg,5394f432,3.82,Essential household item,70.28,190.03,193.85,1,0.07,66.53,602.31,36.36,2409.24,145.44,28910.88,1745.28,2022,Tamil Nadu,India,Hyderabad,North,Home Office,Beverages,Vegetables,2022-11-29,5 days,8134,a4f6e4d9,2022-11-22,JioMart,PhonePe,Online,69.24,Brand C,84
tea,500 ml,d7e167d6,4.6,Essential household item,94.26,123.11,127.71,90,0.06,89.72,873.38,33.78,3493.52,135.12,41922.24,1621.44,2020,Tamil Nadu,India,Mumbai,East,Consumer,Staples,Grocery,2020-11-11,3 days,1387,b2a1b46a,2020-11-09,Amazon,Paytm,Offline,87.69,Brand C,9
tea,10 gram,0484a5c4,6.65,Essential household item,63.08,182.88,189.53,52,0.13,56.56,429.01,42.76,1716.04,171.04,20592.48,2052.48,2024,Delhi,India,Chennai,North,Home Office,Spices,Vegetables,2024-01-10,2 days,8044,96bba7ba,2024-01-04,BigBasket,Google Pay,Online,56.98,Brand B,63
bread,500 ml,fc7e2f86,8.05,Essential household item,110.16,284.95,293.0,58,0.1,102.21,873.11,59.72,3492.44,238.88,41909.28,2866.56,2023,Karnataka,India,Bangalore,East,Home Office,Beverages,Fruits,2023-09-16,4 days,9096,2e8d2417,2023-09-10,JioMart,Razorpay,Offline,102.29,Brand B,51
cinnamon,1 kg,7cc8ffc7,77.63,Essential household item,558.86,1295.31,1372.94,75,0.05,481.28,3568.16,409.69,14272.64,1638.76,171271.68,19665.12,2020,Telangana,India,Chennai,East,Corporate,Spices,Vegetables,2020-07-04,2 days,7169,43af0009,2020-07-03,JioMart,Paytm,Offline,462.85,Brand B,65
rice,50 gram,c2fb9119,18.32,Essential household item,115.63,486.14,504.46,76,0.11,97.42,662.47,117.25,2649.88,469.0,31798.56,5628.0,2021,Tamil Nadu,India,Chennai,West,Corporate,Staples,Grocery,2021-10-12,2 days,9251,c8c54a6b,2021-10-10,JioMart,Paytm,Offline,100.02,Brand D,12
white pepper,10 gram,54f2d4a3,32.74,Essential household item,223.97,323.24,355.98,8,0.11,191.34,1738.66,316.26,6954.64,1265.04,83455.68,15180.48,2024,Tamil Nadu,India,Mumbai,North,Consumer,Staples,Vegetables,2024-09-06,1 days,2189,38f4cf80,2024-09-05,Amazon,PhonePe,Offline,182.62,Brand C,92
cinnamon,50 gram,cfeb5e2d,73.87,Essential household item,542.1,2431.44,2505.31,67,0.1,468.33,3248.13,402.48,12992.52,1609.92,155910.24,19319.04,2024,Maharashtra,India,Bangalore,West,Consumer,Staples,Fruits,2024-10-07,3 days,5390,3045de71,2024-10-01,JioMart,Google Pay,Offline,480.26,Brand C,86
clove,500 ml,b04474bf,3.92,Essential household item,36.88,142.26,146.18,81,0.04,33.0,280.98,36.84,1123.92,147.36,13487.04,1768.32,2020,West Bengal,India,Kolkata,South,Corporate,Spices,Fruits,2020-08-23,2 days,2558,6a4805f7,2020-08-22,Amazon,Razorpay,Online,32.18,Brand C,74
tea,100 gram,e9f59b44,56.28,Essential household item,421.72,1836.71,1892.99,95,0.04,365.48,2264.04,424.61,9056.16,1698.44,108673.92,20381.28,2024,Delhi,India,Hyderabad,South,Home Office,Beverages,Grocery,2024-05-22,5 days,2955,9068749c,2024-05-15,Amazon,PhonePe,Online,373.81,Brand B,2
black pepper,50 gram,ec3fca56,80.64,Essential household item,554.84,917.8,998.44,100,0.07,474.27,4850.48,749.4,19401.92,2997.6,232823.04,35971.2,2021,Karnataka,India,Bangalore,South,Home Office,Bakery,Fruits,2021-04-16,5 days,9200,c1d40a96,2021-04-15,Amazon,Google Pay,Offline,489.19,Brand B,61
cumin powder,500 ml,6ea9a587,57.97,Essential household item,372.1,742.3,800.27,70,0.15,314.28,2731.01,304.47,10924.04,1217.88,131088.48,14614.56,2023,Maharashtra,India,Kolkata,East,Home Office,Beverages,Vegetables,2023-08-09,3 days,5120,2e4179c3,2023-08-08,JioMart,Paytm,Offline,313.48,Brand D,23
egg,10 gram,008ace01,50.19,Essential household item,356.81,1403.89,1454.08,16,0.14,306.76,3404.27,350.68,13617.08,1402.72,163404.96,16832.64,2022,Delhi,India,Delhi,East,Home Office,Spices,Vegetables,2022-07-06,3 days,1079,4ddbc80d,2022-06-30,JioMart,Razorpay,Offline,308.48,Brand D,2
turmeric powder,100 gram,11a9b6d7,10.74,Essential household item,103.31,292.33,303.07,88,0.11,92.68,647.84,84.15,2591.36,336.6,31096.32,4039.2,2020,Karnataka,India,Hyderabad,North,Consumer,Beverages,Fruits,2020-04-29,2 days,6755,c1daffab,2020-04-27,Amazon,PhonePe,Online,96.76,Brand B,67
wheat flour,100 gram,db9bdc91,79.13,Essential household item,546.34,1883.67,1962.8,7,0.08,467.29,2985.06,597.43,11940.24,2389.72,143282.88,28676.64,2023,Telangana,India,Kolkata,South,Corporate,Bakery,Vegetables,2023-10-02,2 days,2339,a6336026,2023-09-26,Amazon,Paytm,Offline,478.93,Brand A,56
wheat flour,1 kg,85088244,41.74,Essential household item,360.2,1616.68,1658.42,65,0.05,318.51,2970.64,342.33,11882.56,1369.32,142590.72,16431.84,2024,Tamil Nadu,India,Mumbai,South,Home Office,Bakery,Fruits,2024-03-09,1 days,8281,235b3129,2024-03-05,BigBasket,PhonePe,Offline,313.36,Brand A,6
salt,50 gram,a52fd9df,36.35,Essential household item,375.36,738.43,774.78,34,0.14,339.15,3498.18,224.76,13992.72,899.04,167912.64,10788.48,2021,Karnataka,India,Mumbai,East,Corporate,Staples,Dairy,2021-01-15,4 days,3384,fe9940e3,2021-01-13,Amazon,Razorpay,Online,355.64,Brand B,38
black pepper,100 gram,de9ab1a4,11.15,Essential household item,73.4,246.89,258.04,92,0.03,62.28,527.76,67.67,2111.04,270.68,25332.48,3248.16,2021,Telangana,India,Chennai,West,Home Office,Condiments,Fruits,2021-11-10,2 days,1994,e8c57177,2021-11-06,Flipkart,Google Pay,Online,59.95,Brand D,36
cooking oil,1 kg,757f131a,33.47,Essential household item,349.82,1323.66,1357.13,7,0.13,316.48,1854.25,311.99,7417.0,1247.96,89004.0,14975.52,2023,Karnataka,India,Kolkata,West,Home Office,Bakery,Grocery,2023-02-26,1 days,5812,d413d260,2023-02-21,Amazon,Google Pay,Offline,317.23,Brand C,95
cumin powder,1 kg,73690fcc,47.23,Essential household item,427.06,520.76,567.99,78,0.13,379.96,2162.88,312.24,8651.52,1248.96,103818.24,14987.52,2023,Delhi,India,Chennai,East,Consumer,Condiments,Dairy,2023-12-31,4 days,1825,36002412,2023-12-28,JioMart,Paytm,Offline,363.56,Brand B,50
black cumin,10 gram,5455e07f,60.33,Essential household item,406.69,815.4,875.73,31,0.02,346.38,2250.63,506.4,9002.52,2025.6,108030.24,24307.2,2024,Maharashtra,India,Kolkata,North,Corporate,Condiments,Dairy,2024-06-11,2 days,4458,d5253fd7,2024-06-04,Flipkart,Google Pay,Online,335.19,Brand D,98
wheat flour,50 gram,9efe1167,65.21,Essential household item,473.37,1376.97,1442.18,16,0.06,408.22,3217.79,366.97,12871.16,1467.88,154453.92,17614.56,2020,Telangana,India,Mumbai,South,Corporate,Staples,Dairy,2020-08-09,3 days,6778,b4a8559b,2020-08-03,JioMart,Paytm,Offline,402.39,Brand C,92
butter,1 kg,9a0c37d5,28.5,Essential household item,194.79,324.83,353.33,58,0.12,166.41,1644.27,260.32,6577.08,1041.28,78924.96,12495.36,2022,Delhi,India,Kolkata,North,Corporate,Bakery,Vegetables,2022-11-30,2 days,3061,9dde03ee,2022-11-29,Flipkart,Paytm,Offline,162.08,Brand A,11
chilli powder,500 ml,7b60d258,24.6,Essential household item,414.58,953.09,977.69,68,0.04,390.02,3508.77,200.08,14035.08,800.32,168420.96,9603.84,2022,Telangana,India,Delhi,South,Corporate,Bakery,Grocery,2022-05-28,5 days,7644,ad063f60,2022-05-23,JioMart,Google Pay,Online,407.94,Brand C,34
bread,100 gram,c971fc5a,39.44,Essential household item,527.02,1049.08,1088.52,58,0.1,487.68,4971.57,272.95,19886.28,1091.8,238635.36,13101.6,2021,Karnataka,India,Bangalore,South,Corporate,Condiments,Vegetables,2021-08-09,2 days,1017,3577d3de,2021-08-03,JioMart,Paytm,Online,478.08,Brand C,29
chilli powder,10 gram,9a44d480,10.63,Essential household item,142.06,341.57,352.2,84,0.11,131.54,769.31,61.36,3077.24,245.44,36926.88,2945.28,2022,West Bengal,India,Chennai,East,Home Office,Condiments,Grocery,2022-09-13,5 days,3724,75e4424d,2022-09-08,BigBasket,Google Pay,Offline,132.05,Brand B,72
cinnamon,500 ml,42b97645,29.02,Essential household item,192.89,482.2,511.22,90,0.0,163.87,1467.36,246.78,5869.44,987.12,70433.28,11845.44,2022,Maharashtra,India,Hyderabad,East,Consumer,Spices,Grocery,2022-01-27,4 days,6526,15dd532b,2022-01-26,JioMart,Paytm,Online,158.97,Brand B,45
black cumin,10 gram,fc3a70b5,59.21,Essential household item,410.01,478.98,538.19,88,0.02,350.82,2852.09,342.01,11408.36,1368.04,136900.32,16416.48,2022,Karnataka,India,Kolkata,North,Consumer,Bakery,Fruits,2022-08-02,4 days,4395,90a77c91,2022-08-01,Amazon,Paytm,Offline,354.95,Brand C,30
white pepper,1 kg,a1576485,22.35,Essential household item,442.14,1691.79,1714.14,2,0.11,419.9,4284.23,163.74,17136.92,654.96,205643.04,7859.52,2024,Tamil Nadu,India,Chennai,North,Corporate,Bakery,Fruits,2024-02-16,2 days,4859,1dfee99f,2024-02-14,Amazon,Paytm,Online,439.15,Brand B,2
split grain,1 kg,bcf82e9a,32.04,Essential household item,513.95,2132.91,2164.95,97,0.12,482.03,3947.99,296.0,15791.96,1184.0,189503.52,14208.0,2020,West Bengal,India,Chennai,South,Consumer,Bakery,Grocery,2020-11-17,2 days,4383,e398bc79,2020-11-11,Amazon,PhonePe,Offline,471.73,Brand D,26
mustard seed,100 gram,f6b9fc3f,34.88,Essential household item,465.13,499.63,534.51,5,0.14,430.39,2532.91,207.49,10131.64,829.96,121579.68,9959.52,2023,Telangana,India,Mumbai,West,Consumer,Spices,Grocery,2023-01-28,5 days,9590,7bbd8afa,2023-01-25,JioMart,Razorpay,Online,439.74,Brand A,15
pasta,10 gram,83aca253,9.11,Essential household item,159.95,745.58,754.69,46,0.15,150.99,1420.41,64.87,5681.64,259.48,68179.68,3113.76,2022,Delhi,India,Mumbai,South,Corporate,Spices,Dairy,2022-01-12,1 days,3847,2c56ba65,2022-01-05,Amazon,Razorpay,Online,150.97,Brand B,44
bread,50 gram,053a9fc7,40.63,Essential household item,309.06,1354.88,1395.51,68,0.11,268.54,2240.7,223.21,8962.8,892.84,107553.6,10714.08,2024,Telangana,India,Chennai,North,Consumer,Spices,Vegetables,2024-04-08,4 days,3257,38f9452d,2024-04-06,Flipkart,Paytm,Online,276.79,Brand B,73
wheat flour,10 gram,c27857cb,5.91,Essential household item,78.85,131.25,137.16,56,0.13,73.07,658.7,58.87,2634.8,235.48,31617.6,2825.76,2023,Delhi,India,Kolkata,South,Consumer,Staples,Vegetables,2023-06-20,2 days,1322,fde8c997,2023-06-15,BigBasket,Google Pay,Online,72.29,Brand B,69
rice,100 gram,a061ee39,10.15,Essential household item,157.95,443.33,453.48,43,0.01,147.81,1149.28,83.44,4597.12,333.76,55165.44,4005.12,2020,Maharashtra,India,Hyderabad,South,Home Office,Spices,Vegetables,2020-01-27,2 days,2891,2e817b14,2020-01-20,Amazon,Paytm,Online,149.32,Brand B,16
split grain,1 kg,76c347ed,8.62,Essential household item,94.12,436.28,444.9,72,0.08,85.58,642.83,73.46,2571.32,293.84,30855.84,3526.08,2023,Maharashtra,India,Chennai,South,Home Office,Condiments,Fruits,2023-03-11,3 days,2790,c92d5f18,2023-03-04,JioMart,PhonePe,Offline,88.9,Brand B,61
cornflour,100 gram,340ae98a,27.97,Essential household item,467.55,941.54,969.51,45,0.1,439.68,2908.97,224.09,11635.88,896.36,139630.56,10756.32,2020,Delhi,India,Delhi,East,Home Office,Spices,Vegetables,2020-08-06,3 days,5855,16ba4ed1,2020-08-01,BigBasket,Google Pay,Offline,424.4,Brand A,71
egg,50 gram,f753b655,30.62,Essential household item,435.18,1901.07,1931.69,83,0.05,404.61,3354.42,186.85,13417.68,747.4,161012.16,8968.8,2021,Karnataka,India,Delhi,North,Corporate,Spices,Grocery,2021-12-02,2 days,8018,ac3fcc8f,2021-11-30,Flipkart,Google Pay,Online,421.82,Brand B,92
cumin powder,1 kg,1fe9434f,3.8,Essential household item,65.95,244.76,248.56,33,0.12,62.27,540.29,26.86,2161.16,107.44,25933.92,1289.28,2020,Maharashtra,India,Delhi,West,Consumer,Spices,Vegetables,2020-10-25,1 days,4940,62316a8a,2020-10-19,Amazon,Google Pay,Offline,64.36,Brand C,13
bread,50 gram,2dbb2b7c,2.79,Essential household item,30.37,131.11,133.9,28,0.05,27.63,165.41,19.59,661.64,78.36,7939.68,940.32,2021,Tamil Nadu,India,Kolkata,East,Consumer,Beverages,Vegetables,2021-06-21,1 days,1214,0a3ae2aa,2021-06-16,JioMart,Paytm,Offline,26.76,Brand A,48
black cumin,10 gram,f5dd6a5b,15.4,Essential household item,163.87,296.65,312.05,27,0.03,148.5,1262.25,141.43,5049.0,565.72,60588.0,6788.64,2023,Tamil Nadu,India,Bangalore,North,Home Office,Condiments,Dairy,2023-10-25,4 days,6076,edc1c8b4,2023-10-19,BigBasket,Google Pay,Online,142.44,Brand D,91
black pepper,1 kg,1b67dd7e,13.61,Essential household item,154.26,471.72,485.33,81,0.03,140.68,790.3,116.46,3161.2,465.84,37934.4,5590.08,2022,Karnataka,India,Hyderabad,West,Home Office,Beverages,Vegetables,2022-05-28,1 days,1730,54aaa7c0,2022-05-22,BigBasket,PhonePe,Online,140.19,Brand A,97
rice,50 gram,8f9367af,0.75,Essential household item,12.82,46.49,47.24,18,0.1,12.17,70.1,6.33,280.4,25.32,3364.8,303.84,2022,Delhi,India,Hyderabad,North,Home Office,Beverages,Vegetables,2022-04-23,1 days,8967,2f11707a,2022-04-19,JioMart,Paytm,Online,12.61,Brand D,84
cardamom,500 ml,eab2506d,26.05,Essential household item,185.53,744.27,770.32,96,0.03,159.51,1404.55,244.91,5618.2,979.64,67418.4,11755.68,2021,Tamil Nadu,India,Hyderabad,North,Corporate,Beverages,Fruits,2021-03-20,1 days,8107,763e4c51,2021-03-17,BigBasket,Google Pay,Online,161.29,Brand C,15
turmeric powder,100 gram,f23002c0,60.19,Essential household item,422.73,1022.42,1082.61,20,0.1,362.64,3088.13,373.02,12352.52,1492.08,148230.24,17904.96,2022,Delhi,India,Kolkata,North,Home Office,Bakery,Fruits,2022-04-02,1 days,5164,7f61ede0,2022-03-27,JioMart,PhonePe,Offline,366.74,Brand C,43
rice,1 kg,21fc971d,13.68,Essential household item,167.89,347.51,361.19,24,0.02,154.23,1150.37,88.58,4601.48,354.32,55217.76,4251.84,2024,Telangana,India,Kolkata,West,Corporate,Bakery,Fruits,2024-06-08,1 days,6665,3dc22e9f,2024-06-02,JioMart,PhonePe,Online,156.08,Brand B,76
bread,500 ml,7192fcca,38.37,Essential household item,260.04,280.42,318.79,38,0.1,221.77,2587.67,343.27,10350.68,1373.08,124208.16,16476.96,2021,West Bengal,India,Kolkata,South,Home Office,Condiments,Grocery,2021-04-26,4 days,9149,e1b41d7b,2021-04-19,Amazon,Razorpay,Online,212.71,Brand C,82
milk powder,10 gram,8f33f793,10.29,Essential household item,117.77,287.27,297.56,95,0.13,107.61,1172.58,82.27,4690.32,329.08,56283.84,3948.96,2021,West Bengal,India,Kolkata,West,Consumer,Beverages,Fruits,2021-07-10,2 days,6190,bef92afa,2021-07-09,JioMart,Razorpay,Online,103.04,Brand C,64
bread,500 ml,ba90a759,15.58,Essential household item,129.03,341.01,356.59,51,0.02,113.47,1022.26,98.66,4089.04,394.64,49068.48,4735.68,2020,West Bengal,India,Bangalore,South,Consumer,Bakery,Vegetables,2020-03-24,3 days,8709,ca6c7fba,2020-03-18,JioMart,Google Pay,Online,111.21,Brand C,25
mustard seed,100 gram,79677563,19.24,Essential household item,196.06,883.53,902.77,67,0.06,176.88,1274.16,170.19,5096.64,680.76,61159.68,8169.12,2022,West Bengal,India,Mumbai,West,Consumer,Staples,Fruits,2022-08-30,3 days,2025,a3372c71,2022-08-28,Amazon,Paytm,Online,178.94,Brand D,37
clove,1 kg,bfdede20,20.53,Essential household item,207.06,423.51,444.04,25,0.03,186.56,1508.76,200.93,6035.04,803.72,72420.48,9644.64,2024,West Bengal,India,Hyderabad,North,Home Office,Staples,Dairy,2024-11-19,1 days,7336,cc11f525,2024-11-15,JioMart,Google Pay,Online,189.89,Brand D,26
egg,500 ml,452f29a3,32.97,Essential household item,342.59,1487.42,1520.39,55,0.05,309.67,2292.66,329.07,9170.64,1316.28,110047.68,15795.36,2020,Maharashtra,India,Mumbai,East,Home Office,Condiments,Grocery,2020-09-04,5 days,3768,d15b2983,2020-09-01,Amazon,PhonePe,Offline,310.72,Brand D,29
turmeric powder,100 gram,ff22e26a,27.42,Essential household item,373.52,1119.36,1146.78,61,0.1,346.2,3407.66,185.74,13630.64,742.96,163567.68,8915.52,2024,Maharashtra,India,Bangalore,West,Corporate,Spices,Fruits,2024-10-23,5 days,7544,5c6e08de,2024-10-20,Amazon,PhonePe,Offline,343.56,Brand D,35
white pepper,10 gram,40ae61c1,23.55,Essential household item,240.76,657.0,680.55,39,0.13,217.34,1423.08,142.25,5692.32,569.0,68307.84,6828.0,2024,Karnataka,India,Hyderabad,North,Home Office,Condiments,Fruits,2024-02-23,4 days,8020,b9ab1212,2024-02-19,BigBasket,PhonePe,Offline,217.15,Brand A,96
milk powder,50 gram,d2a261a9,28.64,Essential household item,376.55,1431.71,1460.35,27,0.06,347.97,3469.31,157.55,13877.24,630.2,166526.88,7562.4,2020,Maharashtra,India,Delhi,East,Consumer,Staples,Fruits,2020-07-14,5 days,6483,9dbab3f0,2020-07-09,BigBasket,Google Pay,Online,342.01,Brand B,80
salt,50 gram,235430ad,68.03,Essential household item,532.9,1550.55,1618.58,41,0.04,464.91,2814.62,670.31,11258.48,2681.24,135101.76,32174.88,2022,Maharashtra,India,Chennai,South,Home Office,Condiments,Fruits,2022-05-16,3 days,8923,6744d9af,2022-05-13,JioMart,Razorpay,Online,480.79,Brand D,88
black pepper,1 kg,dcaf6ecf,17.9,Essential household item,297.19,703.34,721.24,57,0.1,279.39,1894.92,100.19,7579.68,400.76,90956.16,4809.12,2023,Telangana,India,Bangalore,North,Home Office,Bakery,Vegetables,2023-08-02,2 days,8141,a39e5d5c,2023-07-31,Amazon,Google Pay,Online,271.5,Brand B,54
black pepper,100 gram,82e3b2c7,53.1,Essential household item,461.95,1208.66,1261.76,84,0.03,408.88,3716.31,399.5,14865.24,1598.0,178382.88,19176.0,2022,Delhi,India,Hyderabad,East,Consumer,Bakery,Fruits,2022-09-20,5 days,5923,247069f7,2022-09-19,Flipkart,Paytm,Online,418.5,Brand C,40
milk powder,10 gram,1b588d3a,8.84,Essential household item,146.62,507.51,516.35,33,0.09,137.87,860.0,69.34,3440.0,277.36,41280.0,3328.32,2022,Telangana,India,Delhi,North,Home Office,Beverages,Vegetables,2022-05-01,1 days,5283,8c82ee51,2022-04-30,Flipkart,PhonePe,Online,142.11,Brand C,43
chilli powder,100 gram,79ad22a2,49.36,Essential household item,538.13,2155.01,2204.37,40,0.04,488.81,4606.77,383.48,18427.08,1533.92,221124.96,18407.04,2022,Delhi,India,Bangalore,South,Home Office,Spices,Dairy,2022-12-22,3 days,3718,e8b77c83,2022-12-18,BigBasket,Razorpay,Online,505.97,Brand D,21
white pepper,50 gram,f1c893da,20.29,Essential household item,193.5,746.37,766.66,36,0.1,173.31,1683.86,133.49,6735.44,533.96,80825.28,6407.52,2022,West Bengal,India,Kolkata,North,Home Office,Bakery,Fruits,2022-09-13,4 days,2683,4ea9db87,2022-09-09,BigBasket,Razorpay,Offline,179.99,Brand C,44
black cumin,1 kg,f88f8677,37.04,Essential household item,277.36,483.45,520.49,44,0.03,240.35,2628.46,311.25,10513.84,1245.0,126166.08,14940.0,2021,Karnataka,India,Chennai,East,Corporate,Spices,Fruits,2021-01-20,5 days,8820,9c8d37ee,2021-01-14,JioMart,Google Pay,Offline,249.19,Brand D,29
bread,100 gram,bcb5cfe1,32.73,Essential household item,402.08,1412.81,1445.54,2,0.06,369.41,2473.05,170.53,9892.2,682.12,118706.4,8185.44,2023,West Bengal,India,Chennai,North,Corporate,Bakery,Grocery,2023-10-28,4 days,6059,ba732b80,2023-10-23,Flipkart,Google Pay,Offline,383.1,Brand C,100
wheat flour,50 gram,fdcd346d,4.8,Essential household item,41.43,128.1,132.9,9,0.11,36.74,381.07,32.14,1524.28,128.56,18291.36,1542.72,2023,Tamil Nadu,India,Bangalore,West,Consumer,Condiments,Dairy,2023-07-15,2 days,9339,393ceeeb,2023-07-11,Amazon,PhonePe,Offline,36.1,Brand B,36
milk powder,500 ml,88eee1f3,48.65,Essential household item,313.77,737.09,785.74,41,0.06,265.18,2431.82,396.71,9727.28,1586.84,116727.36,19042.08,2021,Delhi,India,Chennai,South,Consumer,Staples,Grocery,2021-12-23,4 days,2216,9321cc79,2021-12-20,Amazon,PhonePe,Offline,252.07,Brand B,57
coffee,10 gram,fb893f9a,17.79,Essential household item,279.17,417.52,435.31,1,0.13,261.51,1955.33,145.97,7821.32,583.88,93855.84,7006.56,2024,Maharashtra,India,Mumbai,West,Consumer,Condiments,Fruits,2024-08-15,5 days,5055,2c736b8a,2024-08-14,BigBasket,Google Pay,Offline,272.4,Brand D,41
coffee,500 ml,b2f9452e,57.71,Essential household item,546.36,2364.86,2422.57,34,0.13,488.78,2951.95,362.46,11807.8,1449.84,141693.6,17398.08,2021,Tamil Nadu,India,Kolkata,South,Home Office,Spices,Grocery,2021-10-19,1 days,6114,e6987dac,2021-10-15,JioMart,Google Pay,Online,504.6,Brand B,46
salt,100 gram,a755933a,4.12,Essential household item,29.74,57.45,61.57,9,0.07,25.69,187.39,33.18,749.56,132.72,8994.72,1592.64,2023,Karnataka,India,Chennai,West,Consumer,Condiments,Fruits,2023-09-11,4 days,9145,be81e804,2023-09-04,JioMart,Google Pay,Offline,26.16,Brand C,43
tea,500 ml,97dbc869,38.71,Essential household item,245.54,1215.28,1253.99,61,0.08,206.91,2347.07,285.76,9388.28,1143.04,112659.36,13716.48,2021,West Bengal,India,Bangalore,East,Consumer,Spices,Grocery,2021-07-11,3 days,6007,a0357ba2,2021-07-09,BigBasket,Paytm,Online,203.53,Brand C,51
cardamom,10 gram,2f3ed6da,18.41,Essential household item,178.45,589.59,608.0,54,0.09,160.13,1144.49,92.06,4577.96,368.24,54935.52,4418.88,2021,Maharashtra,India,Kolkata,South,Home Office,Condiments,Fruits,2021-04-13,2 days,1929,a5a01d37,2021-04-10,Amazon,Google Pay,Online,165.02,Brand B,95
